Nome: RIO GRANDE
Codigo Estacao: A802
Latitude: -32.07888888
Longitude: -52.16777777
Altitude: 4.92
Situacao: Operante
Data Inicial: 2006-01-01
Data Final: 2021-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2006-01-27;0;1015.979167;25.5;21.25;17;null;null;10.1;3.754167;
2006-01-28;0;1013.541667;26.8;23.425;19;null;null;9.4;4.083333;
2006-01-29;0;1009.941667;29.7;25.104167;21.9;null;null;9.3;4.283333;
2006-01-30;0;1008.9625;30.2;24.508333;22;null;null;15.3;4.729167;
2006-01-31;0;1014.633333;24.7;21.133333;15.9;null;null;10.8;3.854167;
2006-02-01;0;1014.416667;26.3;22.4625;16.6;null;null;10.5;4.120833;
2006-02-02;0;1012.866667;26.7;23.254167;19.5;null;null;11.8;5.75;
2006-02-03;0;1009.5;28.6;24.725;20.3;null;null;10.1;3.516667;
2006-02-04;0;1008.770833;26.2;24.2375;23.2;null;null;10.2;5.025;
2006-02-05;.2;1004.75;31.9;26.570833;22.5;null;99;10.7;3.5375;
2006-02-06;0;1006.679167;27;23.766667;21.2;87.375;69;14.9;5.633333;
2006-02-07;0;1008.966667;23.9;18.995833;13.8;87.5;73;11.3;3.958333;
2006-02-08;0;1011.729167;23.5;18.583333;13;82.833333;60;7.8;3.141667;
2006-02-09;0;1014.595833;25.2;19.4875;13.7;79.208333;62;8.2;3.345833;
2006-02-10;0;1017.458333;25.6;19.791667;13.8;83.333333;59;11.7;3.879167;
2006-02-11;null;null;24.8;null;19.4;67.117647;54;11.3;null;
2006-02-12;0;1014.308333;25.5;21.770833;16.8;76.583333;67;11.7;4.6;
2006-02-13;0;1014.5;26.3;22.1875;18.4;76.291667;58;9.7;4.204167;
2006-02-14;0;1013.720833;29.1;21.591667;13;78.958333;51;6.5;2.233333;
2006-02-15;0;1012.929167;27.7;22.708333;16.5;76.625;57;10.4;3.245833;
2006-02-16;0;1011.091667;27.8;24.270833;21.6;82.291667;71;9.3;4.079167;
2006-02-17;0;1011.052174;27.5;23.665217;18.3;85;65;8.2;3.091304;
2006-02-18;.2;1014.095833;27.6;22.958333;17.3;84.583333;62;9.1;3.404167;
2006-02-19;0;1016.679167;28.2;24.854167;22.8;81.208333;69;12.5;6.904167;
2006-02-20;0;1014.716667;27.8;24.475;22.1;77.333333;57;12.1;5.725;
2006-02-21;0;1008.478261;27.4;23.513043;18.8;70.826087;48;10.7;4.030435;
2006-02-22;.8;1004.352174;27.1;21.982609;17;84.391304;69;9.8;4.243478;
2006-02-23;2.2;1005.520833;27;23.879167;19.4;73.5;61;9.4;4.5125;
2006-02-24;6.2;1002.4625;23.4;21.833333;20.3;82.583333;69;12.4;5.120833;
2006-02-25;61.8;1002.966667;24.4;21.454167;17.9;81.041667;65;20.6;8.904167;
2006-02-26;3.6;1009.047368;25.3;null;18.5;76.789474;60;10.1;4.078947;
2006-02-27;null;null;null;null;null;null;69;7.4;null;
2006-02-28;null;null;null;null;null;null;48;8.4;null;
2006-03-01;null;1011.875;26.5;22.379167;18.5;83.041667;68;15.7;5.054167;
2006-03-02;0;1012.970833;27.5;23.995833;21.7;77.625;64;8.9;4.0625;
2006-03-03;0;1011.216667;25.2;23.2375;23;81.541667;70;14.6;6.7125;
2006-03-04;42.2;1005.970833;26;23.016667;21.1;79.083333;57;13.7;4.429167;
2006-03-05;1.4;1008.3125;25;20.475;17;84.541667;67;16.4;5.995833;
2006-03-06;.2;1009.091667;25.7;20.533333;17.9;86.083333;60;10.1;3.683333;
2006-03-07;.2;1008.354167;26.7;20.570833;14.9;82.041667;54;8.4;2.841667;
2006-03-08;0;1006.175;30.4;23.9625;20;72.25;42;9;3.483333;
2006-03-09;0;1005.36087;30.5;24.404348;18.3;73.086957;38;12;3.752174;
2006-03-10;0;1013.783333;23;19.6625;15.9;62.875;47;11.7;4.954167;
2006-03-11;0;1015.795833;24.6;19.1;12.6;68.625;50;9;3.591667;
2006-03-12;0;1013.708333;27.5;23.454167;20.2;67.083333;46;12;5.241667;
2006-03-13;0;1010.9875;29.9;24.829167;22.3;72.541667;48;12.5;5.045833;
2006-03-14;0;1012.225;28.6;24.6;22.1;74.666667;56;12.9;6.354167;
2006-03-15;0;1010.954167;29;24.508333;22.4;78.083333;60;12.9;5.533333;
2006-03-16;0;1009.943478;30.1;25.278261;23;78.73913;58;11.4;5.182609;
2006-03-17;0;1008.479167;32.5;25.933333;23.4;78.916667;52;10.2;4.083333;
2006-03-18;8.6;1012.520833;24.9;22.741667;19.8;86.958333;72;12;5.383333;
2006-03-19;.2;1011.591667;26.5;23.470833;20.9;83.125;72;8.9;3.841667;
2006-03-20;.4;1011.6125;26.5;23.129167;20.8;84.125;59;9.2;3.625;
2006-03-21;0;1017.366667;25.1;22.475;19.8;70.875;56;12;5.741667;
2006-03-22;0;1016.6625;26.2;23.175;21.3;74;64;13.9;7.658333;
2006-03-23;4;1009.083333;23.7;23.116667;23;93;85;13.3;5.179167;
2006-03-24;35.8;1004.658333;28;22.75;19.9;83.625;56;14.8;5.241667;
2006-03-25;2.6;1015.704167;22;19.833333;18.5;75.75;53;13.5;4.933333;
2006-03-26;0;1021.454167;21.4;17.933333;13.9;53.875;40;8.9;3.629167;
2006-03-27;0;1017.8;25.6;21.043478;16.6;59.869565;46;10.1;3.304348;
2006-03-28;0;1013.483333;25.4;20.4375;16.3;75.541667;44;10.8;3.808333;
2006-03-29;0;1012.866667;21.2;17.629167;13.6;61.708333;47;11.4;5.5875;
2006-03-30;0;1014.633333;23.3;16.620833;11.6;68.291667;34;7.6;2.833333;
2006-03-31;0;null;24.9;null;12.5;77.235294;50;7.1;null;
2006-04-01;null;null;null;null;null;null;81;3.2;null;
2006-04-02;null;1019.9875;24.9;22.3375;null;74.833333;58;10.8;5.4;
2006-04-03;null;null;null;null;20.6;null;61;10.3;null;
2006-04-04;null;1014.877273;27.3;23.504545;null;72.136364;50;12;5.772727;
2006-04-05;0;1012.730435;29.9;23.773913;21.7;76.869565;50;10.2;3.213043;
2006-04-06;.8;1014.25;25.1;22.166667;19.3;83.333333;67;10.4;3.970833;
2006-04-07;0;1014.270833;25.8;22.829167;20.8;81.166667;69;9.3;4.591667;
2006-04-08;.2;1013.2;25.7;22.629167;20.6;78.958333;62;9.7;3.95;
2006-04-09;.6;1010.375;24.9;21.391667;18.1;79.541667;64;10.4;4.883333;
2006-04-10;0;1006.858333;25.6;21.379167;18;78.541667;66;9.9;4.270833;
2006-04-11;12.2;1005.8;24.8;20.3;17.9;84.25;57;13.3;4.25;
2006-04-12;0;1008.045455;23;18.55;15.1;82.545455;64;7.8;2.663636;
2006-04-13;.2;1011.316667;24.7;19.9375;16.1;83.166667;60;6.4;2;
2006-04-14;0;1009.595833;23.4;20.008333;15.7;86.166667;72;7.4;2.0875;
2006-04-15;3.2;1015.591667;20.6;17.783333;16.2;77.5;56;13.3;4.741667;
2006-04-16;0;null;null;null;10.8;null;71;10.2;null;
2006-04-17;null;null;null;null;null;null;51;7.9;null;
2006-04-18;null;1021.866667;21.6;15.633333;8.5;79.833333;57;6.7;2.525;
2006-04-19;0;1019.858333;23.6;19.370833;15.2;67.458333;52;11.3;4.058333;
2006-04-20;0;1015.754167;23.8;20.508333;18.4;68.75;49;12;5.245833;
2006-04-21;34;1009.483333;20.5;17.891667;15.5;77.875;53;15.3;6.066667;
2006-04-22;.2;1010.908333;21.4;14.641667;8.5;58.416667;26;12.5;2.7625;
2006-04-23;0;1010.733333;22.2;16.758333;12.6;59.375;36;15.6;4.4125;
2006-04-24;0;1014.208333;25.2;16.258333;9.2;66;27;5.7;2.545833;
2006-04-25;0;1012.404167;19.9;17.454167;14.9;79.083333;61;10.4;2.970833;
2006-04-26;.2;1015.095833;22.7;18.108333;15.8;85.666667;58;6.6;2.5375;
2006-04-27;.2;1016.033333;24.4;16.770833;10.9;89.666667;61;6.2;1.466667;
2006-04-28;.2;1016.104167;23;16.595833;10.6;null;79;5.7;1.975;
2006-04-29;.2;1012.8;24.9;18.079167;13.3;null;85;6.4;2.404167;
2006-04-30;0;1013.791667;18.6;15.475;13.7;88.071429;71;13.2;4.354167;
2006-05-01;0;1013.504167;17.8;12.7375;9.6;94.166667;86;12.4;4.133333;
2006-05-02;4.8;1013.473913;18.9;14.591304;11.8;null;99;17.9;7.391304;
2006-05-03;null;1017.771429;20.7;null;13.6;96.166667;82;15.4;8.2;
2006-05-04;0;1017.891304;20.1;14.56087;10.8;88.6;68;11.9;5.091304;
2006-05-05;null;null;null;null;10.1;null;97;5.7;null;
2006-05-06;null;null;null;null;null;null;null;null;null;
2006-05-07;null;1022.3;17.9;14.866667;null;93.5;83;7.9;2.733333;
2006-05-08;4.4;1023.475;17.3;15.995833;13.6;90.958333;81;13.9;5.266667;
2006-05-09;5.4;1024.108333;19.1;16.070833;11;88.083333;74;10.7;4.141667;
2006-05-10;null;null;null;null;null;79.928571;67;9.3;null;
2006-05-11;.2;1020.917391;19.5;13.147826;8.2;86.913043;59;9.1;3.121739;
2006-05-12;0;null;null;null;10.1;92.692308;84;9.6;null;
2006-05-13;null;null;null;null;null;null;null;null;null;
2006-05-14;null;null;null;null;null;null;null;null;null;
2006-05-15;null;null;null;null;null;82.923077;62;9.8;null;
2006-05-16;null;1019.866667;21.4;null;14.8;77.904762;55;11;4.514286;
2006-05-17;.2;1018.408333;23.7;16.370833;9.3;81.25;49;8.6;2.270833;
2006-05-18;.2;1015.041667;24.9;17.454167;11.8;81.541667;46;8.4;1.95;
2006-05-19;null;1015.370833;19.4;14.5125;13;84.625;71;9.1;null;
2006-05-20;null;1014.627273;15.5;13.645455;12;73.318182;65;11.5;4.8;
2006-05-21;null;null;null;null;null;null;null;null;null;
2006-05-22;null;null;null;null;null;null;40;null;null;
2006-05-23;null;null;null;null;null;null;53;null;null;
2006-05-24;null;1027.668182;17.5;12.918182;8.6;79.863636;54;11.7;3.254545;
2006-05-25;0;1023.6;18.9;14.908333;11.9;74.75;59;10.5;4.720833;
2006-05-26;0;1017.7;19.1;15.526087;12.3;81.043478;70;9.5;3.9;
2006-05-27;0;1011.958333;27.8;18.470833;14.8;79.75;54;10.9;3.9;
2006-05-28;1.4;1017.55;18;13.191667;9.4;80.791667;55;9.4;4.379167;
2006-05-29;0;1018.041667;13.5;10.0375;5.1;89.041667;74;8.3;1.558333;
2006-05-30;8;1013.770833;16.6;15.054167;10.2;94.916667;87;6;2.795833;
2006-05-31;34.2;1016.125;19;15.708333;14.4;88.291667;62;12.1;4.391667;
2006-06-01;.4;1022.883333;17.6;11.8875;6.9;90.708333;71;5.8;2.220833;
2006-06-02;0;1022.670833;19.1;15.829167;10.3;82.625;68;14.2;5.745833;
2006-06-03;8.6;1016.4375;17.6;16.8125;15.6;81.75;72;16.5;7.091667;
2006-06-04;2.2;1010.870833;18.1;15.554167;16.1;89.041667;82;13.6;4.4375;
2006-06-05;.2;1017.183333;17.3;11.2875;6.6;80.708333;49;5.5;1.9;
2006-06-06;.4;1016.770833;18.1;13.658333;9.1;86.75;68;10.8;3.066667;
2006-06-07;0;1015.045833;22.9;17.658333;13.3;86.541667;67;9;2.641667;
2006-06-08;0;1013.391667;26.1;20.541667;16.9;80.875;67;9;3.941667;
2006-06-09;0;1010.55;24.5;18.354167;15.8;83.333333;57;13.5;4.6125;
2006-06-10;19.2;1016.229167;15.9;13.570833;13.4;92.583333;81;11.3;5.183333;
2006-06-11;1.6;1021.55;13.8;9.004167;5.1;76.833333;55;10.4;3.9875;
2006-06-12;.2;1023.366667;14.1;8.645833;2.4;80.416667;56;7.4;2.291667;
2006-06-13;0;1018.645833;19.6;13.595833;6.5;84.375;62;8.3;2.691667;
2006-06-14;.4;1016.341667;18.6;15.458333;11.3;90.458333;78;7;1.9875;
2006-06-15;0;1018.15;16.9;14.220833;12.5;85.458333;52;7.5;3.520833;
2006-06-16;.2;1023.775;15.1;10.054167;6.5;80.375;55;7.9;3.5;
2006-06-17;0;1023.983333;15.1;9.616667;4.2;80.708333;59;7.7;3.0375;
2006-06-18;3.8;1019.808333;16.6;14.5125;8.4;88.041667;77;10.1;3.933333;
2006-06-19;.8;1012.891667;25.7;18.0125;13.6;85.708333;59;7.7;3.233333;
2006-06-20;0;1011.7375;20.6;17.6125;16.1;76.041667;53;10.1;3.533333;
2006-06-21;11.4;1017.141667;16.8;13.391667;12.4;83.541667;66;10.5;2.766667;
2006-06-22;.4;1020.65;18.4;11.033333;3.7;80.291667;37;6.5;1.620833;
2006-06-23;null;null;17.4;null;6.4;85.25;64;6;null;
2006-06-24;.2;1016.2625;19.7;16.341667;8.9;90.708333;78;10.5;3.875;
2006-06-25;0;1006.95;22.6;16.816667;14.2;87.833333;69;20.7;3.954167;
2006-06-26;7;1004.9;15.8;12.6125;10.9;84.291667;75;19.5;7.666667;
2006-06-27;2.4;1022.229167;15.6;11.270833;8.7;78.75;47;12.5;4.758333;
2006-06-28;0;1029.170833;15.8;9.791667;4.4;75.25;46;6.4;2.604167;
2006-06-29;0;1026.920833;16.2;12.595833;8;75.208333;63;7.7;3.291667;
2006-06-30;.4;1024.104167;17.7;13.366667;8.1;89.041667;72;6.7;2.720833;
2006-07-01;.2;1022.741667;18.1;14.9375;11.9;91.583333;76;6.3;1.7375;
2006-07-02;0;1023.216667;17.5;13.883333;11;95.625;77;5.8;1.883333;
2006-07-03;.2;1021.491667;18.5;13.9625;11.4;92.625;73;7.4;2.245833;
2006-07-04;0;1018.808333;20.8;14.95;11.2;96.157895;81;8.2;2.095833;
2006-07-05;.6;1019.325;19.6;16.233333;13;null;89;6.4;1.6375;
2006-07-06;0;1019.916667;17.1;15.195833;14;null;null;7.1;3.241667;
2006-07-07;.2;1014.35;21.6;16.466667;13.5;null;94;7.9;3.241667;
2006-07-08;0;1006.55;25.4;19.270833;14.1;97.583333;93;7.2;3.004167;
2006-07-09;10.6;1007.554167;20.1;15.095833;12.5;79.95;58;16.2;4.783333;
2006-07-10;0;1017.533333;16;10.5875;4.9;73.125;38;5.8;2.3375;
2006-07-11;0;1015.204167;19.1;15.4875;8.7;83.041667;69;12;4.654167;
2006-07-12;6.6;1009.466667;27.7;21.0875;15.5;76.333333;55;16.1;5.333333;
2006-07-13;0;1013.879167;25.7;19.070833;17.8;80;52;12.5;3.579167;
2006-07-14;9.4;1024.345833;15.6;13.991667;13.2;88.25;76;14.6;5.920833;
2006-07-15;3;1029.391667;18.1;15.629167;13.3;73.541667;64;13;6.6;
2006-07-16;.6;1024.604167;19.1;16.916667;14.2;80.083333;75;13.8;6.029167;
2006-07-17;0;1021.6625;22;17.229167;13.1;89.5;70;8.4;2.508333;
2006-07-18;.2;1016.875;25.2;18.366667;15.3;87.416667;66;7.3;2.720833;
2006-07-19;0;1014.241667;20.3;16.808333;15;66.041667;28;11.1;4.0375;
2006-07-20;0;1014.091667;20.6;14.045833;7.5;69.208333;40;6.8;2.525;
2006-07-21;0;1010.879167;26.7;18.291667;12.1;77.958333;45;8.1;3.004167;
2006-07-22;0;1007.245833;28.1;20.570833;15.5;68.75;39;10.3;3.8;
2006-07-23;0;1013.066667;23.7;15.833333;14;70.291667;41;13.8;5.3125;
2006-07-24;.6;1016.6375;16.9;14.833333;11.3;78.291667;69;10.9;5.216667;
2006-07-25;0;1011.3;20.5;17.808333;15;89.5;81;11.2;4.7625;
2006-07-26;0;1008.345833;20.4;18.7;17.4;91.333333;84;10.2;2.566667;
2006-07-27;17;1005.604167;21.1;18.220833;16.7;85.875;77;18.7;5.283333;
2006-07-28;.2;1010.891667;19.6;14.516667;9.6;65.375;32;15.3;4.604167;
2006-07-29;0;1017.416667;13.2;8.745833;8;71.333333;44;21.1;8.041667;
2006-07-30;1.6;1024.2625;11.5;6.670833;3.5;73.916667;50;13.2;4.920833;
2006-07-31;0;1026.895833;12.6;6.533333;1.8;76.291667;49;8.7;2.991667;
2006-08-01;.2;1028.375;13.1;6.279167;.7;81.25;53;8.8;2.604167;
2006-08-02;0;1027.4;13.4;6.975;.8;77.166667;47;5.9;2.0375;
2006-08-03;0;1023.8875;15.1;10.3625;5.1;74.958333;56;6.5;2.6125;
2006-08-04;0;1019.054167;18.8;15.3375;8.4;83;71;9.8;4.0125;
2006-08-05;0;1014.979167;21.3;16.3875;15.1;89.666667;66;10.5;3.758333;
2006-08-06;2.6;1015.7;16.8;13.729167;11.7;89.416667;74;10.6;3.129167;
2006-08-07;0;1010.833333;23.6;17.204167;12.7;89.875;68;11.3;3.7875;
2006-08-08;0;1011.008333;19.8;16.383333;13.5;89.875;78;10.5;4.729167;
2006-08-09;0;1005.054167;17.4;15.8875;15.2;null;93;13.6;3.891667;
2006-08-10;19.2;1014.066667;17.6;13.5125;9.7;81.421053;52;13.9;3.783333;
2006-08-11;0;1013.1375;16.5;13.5625;9.7;92.714286;88;13.8;5.166667;
2006-08-12;66.2;1009.8625;20;17.404167;14.3;null;null;14.3;4.245833;
2006-08-13;16.6;1011.1125;19.4;17.195833;15.6;null;96;11.7;5.491667;
2006-08-14;5.2;1004.7;20.6;18.008333;16.2;null;null;17.5;4.875;
2006-08-15;5.8;1014.495;19.2;null;11;null;74;16.6;4.37;
2006-08-16;null;1018.995833;13.9;11.308333;9.1;89.833333;77;7.3;2.8875;
2006-08-17;0;1022.770833;16.2;10.641667;6.8;88.625;68;6.1;2.054167;
2006-08-18;.2;1020.370833;14.8;11.175;8.4;85.5;65;12.7;4.320833;
2006-08-19;.2;1016.429167;16.5;10.591667;5.5;78.25;53;8.5;2.616667;
2006-08-20;1;1016.2625;12.7;10.158333;8.7;70.166667;47;20.1;8.3125;
2006-08-21;.2;1023.495833;12.4;7.3875;4;72.458333;46;14.1;4.795833;
2006-08-22;.2;1019.65;17.6;9.658333;3.8;68.166667;32;9.8;2.975;
2006-08-23;0;1015.829167;23.5;15.2875;7.9;56.416667;34;10.4;3.379167;
2006-08-24;0;1017.025;24.2;15.770833;8.4;67.583333;30;7.1;2.179167;
2006-08-25;0;1012.233333;24;16.9;10.5;73.291667;43;8.2;2.958333;
2006-08-26;0;1004.2875;19.4;16.991667;15.2;81.833333;63;15.2;3.295833;
2006-08-27;21.8;1009.070833;16.3;12.945833;11.9;76.041667;50;16.8;8.9875;
2006-08-28;0;1019.1375;15.9;9.7625;5.1;67.666667;35;12.9;5.216667;
2006-08-29;0;1025.5375;14.4;9.166667;4.6;73.666667;46;7.7;3.295833;
2006-08-30;0;1022.608333;17.7;12.9125;8.5;75;56;12.4;5.116667;
2006-08-31;1.6;1015.3;16.8;14.379167;12.5;84;70;13.9;3.225;
2006-09-01;.8;1011.079167;17.8;13.6375;9.8;88.541667;70;8.1;2.633333;
2006-09-02;1.8;1001.116667;16.7;13.8625;12.2;89.666667;72;20.7;5.608333;
2006-09-03;8.2;1011.875;14;9.429167;6.9;70;46;21.6;7.573913;
2006-09-04;.4;1020.908333;11.9;7.504167;4.4;72.75;49;17;6.404167;
2006-09-05;.8;1026.952174;12.5;7.430435;3.2;74.782609;48;11.3;3.165217;
2006-09-06;.2;1028.05;13.8;8.1875;2.1;78.416667;50;6.4;2.195833;
2006-09-07;0;1022.770833;18.1;13.325;9.2;74.5;49;13;4.791667;
2006-09-08;0;1015.204167;20.1;15.904167;13;75.041667;56;11.3;3.679167;
2006-09-09;2.4;1012.55;18.8;15.8125;12.7;76;40;12.2;4.083333;
2006-09-10;0;1014.579167;21;15.125;9.5;73.541667;43;11.1;3.45;
2006-09-11;0;1008.595833;31.4;21.754167;15.2;67.875;41;14.5;4.8375;
2006-09-12;0;1014.820833;25.4;13.854167;13.1;82.125;62;14.5;3.941667;
2006-09-13;10.2;1016.116667;12.9;12.041667;10;88.458333;80;10.3;3.120833;
2006-09-14;63.6;1010.2125;14.6;13.75;12.1;93.375;84;14.4;6.433333;
2006-09-15;14.4;1012.908333;21;15.9375;13.1;73.916667;39;11.3;4.841667;
2006-09-16;0;1021.516667;17.9;12.779167;7.1;60.041667;24;6.9;2.720833;
2006-09-17;0;1020.645833;19.8;15.1;11.4;73.125;50;9.9;4.3625;
2006-09-18;.2;1018.420833;20.8;15.55;11.1;85.083333;59;7.3;2.5625;
2006-09-19;0;1015.779167;20.6;15.975;14.1;88.458333;65;12.2;4.379167;
2006-09-20;0;1009.016667;20.3;17.229167;14.5;84.291667;71;16.3;4.966667;
2006-09-21;.2;1012.791667;19.3;14.958333;13;87.583333;58;11.5;4.916667;
2006-09-22;.2;1012.645833;20.5;16.704167;12.4;85.125;72;11;3.8375;
2006-09-23;1.8;1010.966667;20.7;16.4;13.6;75.375;39;17.2;6.354167;
2006-09-24;.8;1020.479167;15.2;10.891667;7.6;68.291667;45;13.4;4.445833;
2006-09-25;.2;1022.483333;18.3;12.420833;6.5;71.833333;37;6.4;2.254167;
2006-09-26;0;1022.954167;20.2;15.6625;12.2;64.125;44;15.6;6.420833;
2006-09-27;0;1018.008333;21;17.7;15.7;66.875;52;16;6.095833;
2006-09-28;0;1018.486957;17.8;15.317391;14.9;81.608696;71;13;5.83913;
2006-09-29;0;1022.354167;18.6;13.558333;8.4;77;47;10.3;4.183333;
2006-09-30;0;1021.4;20.2;16.195833;13.5;66.416667;50;13.8;6.391667;
2006-10-01;0;1016.8625;21.6;17.458333;14.8;75.291667;62;13.2;6.083333;
2006-10-02;0;1014.3;21.8;18.158333;16.2;83.041667;70;10.5;4.258333;
2006-10-03;0;1012.991667;20.6;18.05;16.9;84.916667;75;9.9;4.570833;
2006-10-04;0;1010.545833;20.8;18.8125;16.5;88.125;82;12.4;5.9125;
2006-10-05;4.8;1010.416667;19.7;16.933333;17.3;87.375;71;13.8;5.15;
2006-10-06;2.4;1018.829167;18.5;13.925;7.6;72.5;55;8.8;3.9375;
2006-10-07;0;1018.1625;19.2;15.233333;9.8;68.75;46;7.4;3.520833;
2006-10-08;.2;1019.158333;19.8;15.1;8.2;70.916667;48;9.8;3.283333;
2006-10-09;0;1017.2375;22.9;17.7625;14.5;69.541667;59;10.6;5.0375;
2006-10-10;0;1012.725;25.8;20.75;17.6;81.75;67;9.2;4.133333;
2006-10-11;5.4;1012.979167;21.5;18.266667;16;86.791667;71;9;3.895833;
2006-10-12;0;1013.770833;21;18.183333;15.5;81.333333;67;12.7;5.6625;
2006-10-13;0;1012.5375;21.2;18.85;17.7;84.291667;74;14.5;7.1125;
2006-10-14;.6;1009.533333;24.4;20.341667;17.8;84.375;70;15.3;7.766667;
2006-10-15;51.2;1012.658333;21.3;18.325;18.3;87.958333;67;12.7;5.029167;
2006-10-16;.6;1019.7375;19.2;15.391667;10.8;71.625;45;9.7;4.145833;
2006-10-17;0;1019.2875;20.3;16.670833;12;66.291667;55;9.3;3.8875;
2006-10-18;0;1017.516667;20.6;17.779167;15.9;65;55;10.8;5.420833;
2006-10-19;.6;1018.2125;20.2;17.15;14.9;67.75;52;11.6;5.2375;
2006-10-20;0;1020.966667;20.4;16.845833;12.6;60.666667;46;8.5;4.341667;
2006-10-21;0;1019.675;21.4;17.641667;13.9;60.25;42;10.1;4.016667;
2006-10-22;0;1016.5125;24.7;19.6875;16.7;72.375;44;11.9;5.2875;
2006-10-23;0;1016.958333;24.8;20.841667;18.5;70.666667;46;13;6.079167;
2006-10-24;0;1014.016667;25.7;22.1875;19.3;71.125;54;13.7;5.833333;
2006-10-25;0;1010.5375;31.6;24.658333;20;69;39;10.6;4.179167;
2006-10-26;3;1013.3375;27.4;19.095833;17.4;72.291667;53;16.2;7.154167;
2006-10-27;0;1013.6;20.4;17.420833;15.5;61.125;51;11.3;4.920833;
2006-10-28;0;1013.279167;23.2;19.654167;16.8;72.5;60;13.3;5.983333;
2006-10-29;0;1010.245833;24;20.429167;18.6;75.958333;65;15.1;6.804167;
2006-10-30;2.6;1008.195833;23.3;20.579167;19.1;84.625;73;18.2;4.4;
2006-10-31;0;1009.791667;24.3;20.870833;19.4;81.125;61;10.4;4.725;
2006-11-01;0;1010.75;21.4;19.445833;19.4;80.541667;65;15.9;4.1;
2006-11-02;6.4;1011.6125;22.7;18.754167;14.7;73.083333;54;7.6;3.925;
2006-11-03;0;1014.1875;24.2;18.820833;15.1;70.791667;34;10.5;3.695833;
