Pais;Ano;Quantidade
South Africa;2019;970500.0
South Africa;2020;1038500.0
South Africa;2021;1082600.0
Spain;2006;3827300.0
Spain;2007;3640800.0
Spain;2008;3591300.0
Spain;2009;3609300.0
Spain;2010;3535300.0
Spain;2011;3339700.0
Spain;2012;3112300.0
Spain;2013;4530800.0
Spain;2014;3949400.0
Spain;2015;3770300.0
Spain;2016;3997000.0
Spain;2017;3248000.0
Spain;2018;4493300.0
Spain;2019;3367600.0
Spain;2020;4094900.0
Spain;2021;3547100.0
Sweden;2013;0.0
Sweden;2014;0.0
Sweden;2015;0.0
Sweden;2016;0.0
Sweden;2017;0.0
Sweden;2018;0.0
Sweden;2019;0.0
Sweden;2020;0.0
Sweden;2021;0.0
Switzerland;2006;101100.0
Switzerland;2007;103900.0
Switzerland;2008;107200.0
Switzerland;2009;111200.0
Switzerland;2010;103000.0
Switzerland;2011;111900.0
Switzerland;2012;100400.0
Switzerland;2013;83900.0
Switzerland;2014;93400.0
Switzerland;2015;85000.0
Switzerland;2016;107700.0
Switzerland;2017;79200.0
Switzerland;2018;111200.0
Switzerland;2019;97900.0
Switzerland;2020;83400.0
Switzerland;2021;60900.0
Syrian Arab Republic;2006;200.0
Syrian Arab Republic;2007;200.0
Syrian Arab Republic;2008;200.0
Syrian Arab Republic;2009;200.0
Syrian Arab Republic;2010;100.0
Syrian Arab Republic;2011;100.0
Syrian Arab Republic;2012;100.0
Syrian Arab Republic;2013;100.0
Syrian Arab Republic;2014;0.0
Syrian Arab Republic;2015;100.0
Syrian Arab Republic;2016;100.0
Syrian Arab Republic;2017;100.0
Syrian Arab Republic;2018;0.0
Syrian Arab Republic;2019;0.0
Syrian Arab Republic;2020;0.0
Syrian Arab Republic;2021;0.0
Tajikistan;2006;4000.0
Tajikistan;2007;200.0
Tajikistan;2008;300.0
Tajikistan;2009;300.0
Tajikistan;2010;200.0
Tajikistan;2011;200.0
Tajikistan;2012;200.0
Tajikistan;2013;200.0
Tajikistan;2014;200.0
Tajikistan;2015;100.0
Tajikistan;2016;200.0
Tajikistan;2017;200.0
Tajikistan;2018;200.0
Tajikistan;2019;200.0
Tajikistan;2020;200.0
Tajikistan;2021;200.0
Tunisia;2006;34700.0
Tunisia;2007;21600.0
Tunisia;2008;29100.0
Tunisia;2009;24500.0
Tunisia;2010;22200.0
Tunisia;2011;23000.0
Tunisia;2012;28400.0
Tunisia;2013;32800.0
Tunisia;2014;32000.0
Tunisia;2015;32500.0
Tunisia;2016;30500.0
Tunisia;2017;30500.0
Tunisia;2018;32000.0
Tunisia;2019;37000.0
Tunisia;2020;35000.0
Tunisia;2021;35000.0
Turkmenistan;2006;43800.0
Turkmenistan;2007;44400.0
Turkmenistan;2008;39000.0
Turkmenistan;2009;40200.0
Turkmenistan;2010;37700.0
Turkmenistan;2011;37800.0
Turkmenistan;2012;37700.0
Turkmenistan;2013;37700.0
Turkmenistan;2014;37900.0
Turkmenistan;2015;38300.0
Turkmenistan;2016;38200.0
Turkmenistan;2017;38500.0
Turkmenistan;2018;38700.0
Turkmenistan;2019;49500.0
Turkmenistan;2020;49800.0
Turkmenistan;2021;49800.0
Ukraine;2006;216000.0
Ukraine;2007;251600.0
Ukraine;2008;265100.0
Ukraine;2009;318100.0
Ukraine;2010;300200.0
Ukraine;2011;317000.0
Ukraine;2012;240000.0
Ukraine;2013;282700.0
Ukraine;2014;122900.0
Ukraine;2015;92000.0
Ukraine;2016;124200.0
Ukraine;2017;103900.0
Ukraine;2018;101000.0
Ukraine;2019;99000.0
Ukraine;2020;66000.0
Ukraine;2021;66000.0
United Kingdom;2006;2000.0
United Kingdom;2007;2200.0
United Kingdom;2008;1900.0
United Kingdom;2009;2200.0
United Kingdom;2010;2800.0
United Kingdom;2011;2300.0
United Kingdom;2012;800.0
United Kingdom;2013;3300.0
United Kingdom;2014;4700.0
United Kingdom;2015;4000.0
United Kingdom;2016;3800.0
United Kingdom;2017;4000.0
United Kingdom;2018;9800.0
United Kingdom;2019;7900.0
United Kingdom;2020;6500.0
United Kingdom;2021;6700.0
United States of America;2006;1944000.0
United States of America;2007;1987000.0
United States of America;2008;1934000.0
United States of America;2009;2196500.0
United States of America;2010;2088700.0
United States of America;2011;2009700.0
United States of America;2012;2273200.0
United States of America;2013;2558400.0
United States of America;2014;2425300.0
United States of America;2015;2281800.0
United States of America;2016;2490100.0
United States of America;2017;2450600.0
United States of America;2018;2607400.0
United States of America;2019;2556200.0
United States of America;2020;2275000.0
United States of America;2021;2407000.0
Uruguay;2006;93900.0
Uruguay;2007;88400.0
Uruguay;2008;79600.0
Uruguay;2009;62000.0
Uruguay;2010;76900.0
Uruguay;2011;90100.0
Uruguay;2012;96200.0
Uruguay;2013;66700.0
Uruguay;2014;67000.0
Uruguay;2015;65800.0
Uruguay;2016;75500.0
Uruguay;2017;76300.0
Uruguay;2018;74500.0
Uruguay;2019;60400.0
Uruguay;2020;69500.0
Uruguay;2021;74900.0
Uzbekistan;2006;23100.0
Uzbekistan;2007;25000.0
Uzbekistan;2008;24500.0
Uzbekistan;2009;21100.0
Uzbekistan;2010;21300.0
Uzbekistan;2011;36100.0
Uzbekistan;2012;37500.0
Uzbekistan;2013;35800.0
Uzbekistan;2014;25300.0
Uzbekistan;2015;34500.0
Uzbekistan;2016;27200.0
Uzbekistan;2017;25600.0
Uzbekistan;2018;22900.0
Uzbekistan;2019;21600.0
Uzbekistan;2020;21800.0
Uzbekistan;2021;21800.0
Vietnam;2010;0.0
Vietnam;2011;0.0
Vietnam;2012;0.0
Vietnam;2013;0.0
Vietnam;2014;0.0
Vietnam;2015;0.0
Vietnam;2016;0.0
Vietnam;2017;0.0
Vietnam;2018;0.0
Vietnam;2019;0.0
Vietnam;2020;0.0
Vietnam;2021;0.0
Zimbabwe;2006;2400.0
Zimbabwe;2007;1800.0
Zimbabwe;2008;1800.0
Zimbabwe;2009;1800.0
Zimbabwe;2010;1800.0
Zimbabwe;2011;1800.0
Zimbabwe;2012;1800.0
Zimbabwe;2013;1800.0
Zimbabwe;2014;2000.0
Zimbabwe;2015;2300.0
Zimbabwe;2016;2100.0
Zimbabwe;2017;2200.0
Zimbabwe;2018;2000.0
Zimbabwe;2019;1400.0
Zimbabwe;2020;1400.0
Zimbabwe;2021;1400.0
